,url,text,title
0,https://www.tasnimnews.com/fa/news/1400/01/01/2473574/%D8%AD%D8%B6%D9%88%D8%B1-%D8%B9%DB%8C%D8%AF%D8%A7%D9%86%D9%87%D9%90-%D8%A8%D9%86%D8%A7%DB%8C-%D8%AF%D9%88-%D8%B3%D8%A7%D9%84%D9%87-%D8%AF%D8%B1-%D8%AE%D8%A7%D9%86%D9%87-%DA%A9%D8%B4%D8%AA%DB%8C-%D8%B9%DB%8C%D8%AF%DB%8C-%D8%A2%D9%82%D8%A7%DB%8C-%D8%B3%D8%B1%D9%85%D8%B1%D8%A8%DB%8C-%D8%A8%D9%87-%D9%85%D9%84%DB%8C-%D9%BE%D9%88%D8%B4%D8%A7%D9%86-%D8%B9%DA%A9%D8%B3,"به گزارش خبرنگار ورزشی خبرگزاری تسنیم، هرچند آزادکاران لحظه تحویل سال را در خانه‌های خود سپری کردند و از قبل اعلام شد که دوم فروردین ماه به اردو بازخواهند گشت، برنامه‌های تیم ملی فرنگی به شکلی پیش رفت که آنها سال 1400 را کنار هم در خانه کشتی تحویل کردند.



با توجه به وضعیت کرونا، اردوهای تیم ملی به صورت قرنطینه برگزار می‌شود و حتی هیچ یک از مربیان از خانه کشتی خارج نمی‌شوند. به همین دلیل همسر محمد بنا، ساعتی پس از سال تحویل پسر دو ساله‌اش بابک را به خانه کشتی آورد که با پدر دیدار کند.



بابک بنا همراه سرمربی تیم ملی کشتی فرنگی روی تشک رفت و ساعتی از سال 1400 را کنار پدرش سپری کرد.

محمد بنا که کنار شاگردانش سال جدید را آغاز کرده بود، مبلغی را به عنوان تبرک به همه اردونشینان داد.



شاگردان بنا خود را برای شرکت در مسابقات گزینشی آسیایی و قهرمانی آسیا در آلماتی قزاقستان آماده می‌کند. این مسابقات از دهه سوم فروردین برگزار می‌شود.",حضور عیدانهِ بنای دو ساله در خانه کشتی/ عیدی آقای سرمربی به ملی‌پوشان + عکس- اخبار کشتی و وزنه برداری - اخبار ورزشی تسنیم
1,https://www.tasnimnews.com/fa/news/1400/01/01/2473572/%D9%84%D8%A7%D9%84%DB%8C%DA%AF%D8%A7-%D8%A8%D8%B1%D8%AA%D8%B1%DB%8C-%D9%88%DB%8C%D8%A7%D8%B1%D8%A6%D8%A7%D9%84-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%DA%A9%D8%A7%D8%AF%DB%8C%D8%B3-%D9%88-%D8%A7%D8%AF%D8%A7%D9%85%D9%87-%D8%B1%D9%88%D9%86%D8%AF-%D8%B3%DB%8C%D9%86%D9%88%D8%B3%DB%8C-%D9%88%D8%A7%D9%84%D9%86%D8%B3%DB%8C%D8%A7-%D8%A8%D8%A7-%D8%B4%DA%A9%D8%B3%D8%AA-%DA%AF%D8%B1%D8%A7%D9%86%D8%A7%D8%AF%D8%A7,"به گزارش خبرگزاری تسنیم، هفته بیست‌وهشتم مسابقات فوتبال لالیگای اسپانیا، امشب (یکشنبه) با دو دیدار همزمان پیگیری شد که والنسیا با نتیجه 2 بر یک از سد گرانادا گذشت.

دنیل واس در دقیقه 4 و الکس بلانکو در دقیقه 66، گل‌های خفاش‌ها را به ثمر رساندند و روبرتو سولدادو در دقیقه 90، دروازه والنسیا را گشود.

شاگردان خاوی گارسیا با ادامه روند یک درمیان پیروزی و شکست‌های خود در شش دیدار اخیر، 33 امتیازی شدند و در رتبه دوازدهم جدول لالیگا باقی ماندند. گرانادا نیز در جایگاه هشتم مسابقات ماندنی شد.

ویارئال هم با نتیجه 2 بر یک بر کادیس غلبه کرد. جرارد مورنو در دقیقه 5 از روی نقطه پنالتی و کارلوس باکا در دقیقه 68، گل‌های زیردریایی زرد به ثمر رساندند و الکس فرناندس در دقیقه 70 برای کادیس گلزنی کرد. ویارئال در رتبه هفتم و کادیس در جایگاه پانزدهم جدول لالیگا حضور دارند.

اتلتیکو مادرید از ساعت 21 امشب به مصاف آلاوس می‌رود و بارسلونا از ساعت 23:30، میهمان رئال سوسیه‌داد خواهد بود.

انتهای پیام/",برتری ویارئال مقابل کادیس و ادامه روند سینوسی والنسیا با شکست گرانادا- اخبار فوتبال جهان - اخبار ورزشی تسنیم
2,https://www.tasnimnews.com/fa/news/1400/01/01/2473573/%D8%B3%D9%81%D8%B1-%D8%B1%D8%A6%DB%8C%D8%B3-%D9%85%D8%AC%D9%84%D8%B3-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A8%D9%87-%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%DA%A9%D8%B1%D9%85%D8%A7%D9%86-%D8%A8%D9%87-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1,"به گزارش خبرگزاری تسنیم از کرمان، محمدباقر قالیباف رئیس مجلس شورای اسلامی ایران شب گذشته در یک سفر از پیش اعلام‌نشده وارد استان کرمان شد و از صبح امروز به مناطق محروم در جنوب کرمان سفر کرد.

وی در سفر به شهرستان‌های جنوبی کرمان از فعالیت‌های گروه‌های جهادی پزشکی از جمله گروه جهادی قرارگاه امام رضایی‌ها و گروه جهادی پزشکی شهید کاظم آشتیانی دانشگاه شاهد تهران در منطقه بازدید و با جهادگران دیدار و گفت‌و‌گو کرد.

دیدار با مردم در روستاهای منطقه زهکلوت در شهرستان رودبار‌جنوب و نشستن پای درد و دل مردم از دیگر برنامه‌های رئیس مجلس شورای اسلامی در سفر به جنوب استان کرمان بود.

به گزارش تسنیم محمدباقر قالیباف رئیس مجلس شورای اسلامی شب گذشته در ساعات اولیه تحویل سال 1400 با حضور بر مرقد مطهر شهید سپهبد قاسم سلیمانی در گلزار شهدای شهر کرمان با سید‌‌الشهدای جبهه مقاومت و همرزمان شهیدش تجدید میثاق کرد.

انتهای پیام/511/ش",سفر رئیس مجلس شورای اسلامی به جنوب استان کرمان به روایت تصویر- اخبار کرمان - اخبار استانها تسنیم
3,https://www.tasnimnews.com/fa/news/1400/01/01/2473567/%D9%84%DB%8C%DA%AF-%D8%A8%D8%B1%D8%AA%D8%B1-%D8%A7%D9%86%DA%AF%D9%84%DB%8C%D8%B3-%D9%81%D8%B1%D8%A7%D8%B1-%D8%A2%D8%B1%D8%B3%D9%86%D8%A7%D9%84-%D8%A7%D8%B2-%D8%B4%DA%A9%D8%B3%D8%AA-%D8%A8%D8%A7-2-%DA%AF%D9%84-%D8%A8%D9%87-%D8%AE%D9%88%D8%AF%DB%8C,"به گزارش خبرگزاری تسنیم، آرسنال امشب (یکشنبه) در آخرین دیدار از هفته بیست‌ونهم لیگ برتر انگلیس، میهمان وستهام یونایتد بود و به تساوی 3-3 رسید.

جسی لینگارد در دقیقه 16، جارود بوون در دقیقه 17 و توماس سوچک در دقیقه 32، گل‌های شاگردان دیوید مویس را در نیمه نخست به ثمر رساندند. سوچک و کریگ داوسون بازیکنان وستهام در دقایق 38 و 61 (گل به خودی) و الکساندر لاکازت در دقیقه 82 و برای توپچی‌ها گلزنی کردند.

با این نتیجه، وستهام با 49 امتیاز در جایگاه پنجم جدول لیگ جزیره ماندنی شد. آرسنال هم با 42 امتیاز، به رتبه نهم جدول صعود کرد و به نیمه بالایی جدول مسابقات رسید.

انتهای پیام/",فرار آرسنال از شکست با 2 گل به خودی- اخبار فوتبال جهان - اخبار ورزشی تسنیم
4,https://www.tasnimnews.com/fa/news/1400/01/01/2473570/%D9%82%D8%A7%D9%84%DB%8C%D8%A8%D8%A7%D9%81-%D8%B3%D8%AE%D9%86%D8%A7%D9%86-%D8%A8%DA%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AC%D9%87%D8%A7%D8%AF%DB%8C-%D8%A7%D8%B2-%D8%B1%D9%88%DB%8C-%D8%B4%DA%A9%D9%85-%D8%B3%DB%8C%D8%B1%DB%8C-%D9%86%DB%8C%D8%B3%D8%AA-%D8%AD%D8%B1%D9%81-%D9%87%D8%A7%DB%8C%D8%B4%D8%A7%D9%86-%D8%A7%D8%B2-%D8%AC%D9%86%D8%B3-%DA%A9%D8%A7%D8%B1-%D9%88-%D8%B1%D8%A7%D9%87-%D8%AD%D9%84-%D8%A7%D8%B3%D8%AA-%D8%AA%D8%B5%D8%A7%D9%88%DB%8C%D8%B1,"به گزارش خبرگزاری تسنیم از کرمان، محمد باقر قالیباف در ادامه سفر به جنوب کرمان در جمع گروه های جهادی در جیرفت، زهکلوت و قلعه گنج حضور یافت و پای سخنان و درد و دل جوانان جهادی نشست.

قالیباف در این باره اظهار داشت: در جلسۀ با بچه‌های جهادی همیشه حواسم را جمع می‌کنم که به تک تک جملات آنها گوش کنم چون آنچه را که می‌گویند با عرق ریختن و در میدان بودن فهمیده‌اند و حرف‌هایشان از جنس کار و راه حل است، از روی شکم‌سیری نیست.

رئیس مجلس با بیان اینکه این جوانان جهادی با اینکه سن کمی دارند اما کار کردن و پای حرف مردم نشستن و برای مردم کار کردن باعث شده که پخته شوند، خاطرنشان کرد: این جوانان گله داردند، نقد دارند، پرشور و تند هم شکایت می‌کنند ولی چوه شانه خود را زیر کار کرده‌اند خداوند به کارشان به برکت داده است.

به گزارش تسنیم، قالیباف امروز اول فروردین با حضور در مناطق محروم جنوب کرمان، در جمع گروه‌های جهادی در جیرفت و زهکلوت و قلعه گنج حاضر شد.

قالیباف شب گذشته ساعاتی پس از تحویل سال در گلزار شهدای کرمان بر سر مزار شهید سپهبد حاج قاسم سلیمانی حاضر شد.

انتهای پیام/ش",قالیباف: سخنان بچه‌های جهادی از روی شکم‌سیری نیست / حرف‌هایشان از جنس کار و راه حل است + تصاویر- اخبار کرمان - اخبار استانها تسنیم
5,https://www.tasnimnews.com/fa/news/1400/01/01/2473565/%D8%B4%DB%8C%D9%88%D8%B9-%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D8%AF%D8%B1-%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86-%D8%B4%D8%B1%D9%82%DB%8C-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D8%A8%D8%A7-%D8%A7%D8%AC%D8%AA%D9%86%D8%A7%D8%A8-%D8%A7%D8%B2-%D8%AF%DB%8C%D8%AF-%D9%88-%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF-%D9%88-%D8%B3%D9%81%D8%B1%D9%87%D8%A7-%D9%85%D8%AD%D9%82%D9%82-%D9%85%DB%8C-%D8%B4%D9%88%D8%AF,"عباسعلی درستی در گفت‌وگو با خبرنگار تسنیم در تبریز، از روند افزایشی شیوع کرونا در استان آذربایجان شرقی اظهار داشت: آمار شیوع کرونا نسبت به دو هفته قبل روند افزایشی دارد.

وی با اشاره به اینکه در دو سه هفته پیش، آذربایجان شرقی در رده‌های آخر شیوع کرونا قرار داشت و جزو استان‌های سالم‌تر بود، افزود: اکنون با کاهش رعایت پروتکل‌های بهداشتی، میزان شیوع کرونا افزایش داشته و اکنون استان بیستم هستیم.

معاون بهداشتی دانشگاه علوم پزشکی تبریز، افزایش دید و بازدیدها و خرید از بازارها را عوامل اصلی روند افزایشی کرونا دانست و گفت: همگی باید به عنوان وظیفه ملی و شرعی به پروتکل‌های بهداشتی پایبند باشیم.

وی تصریح کرد: در موقعیت فعلی، غیر از ماسک زدن، در خانه ماندن و نرفتن به مراکز شلوغ وظیفه دیگری در قبال سلامتس خود و اطرافیان نداریم.

درستی با تاکید بر اجتناب از دید و بازدیدها برای پیشگیری از گسترش بیماری، ابراز داشت: خودداری از سفرها هم باید به عنوان وظیفه خود بدانیم و ویروس را با سفر کردن منتشر نکنیم.

انتهای پیام/111/ش",شیوع کرونا در آذربایجان شرقی/کنترل کرونا با اجتناب از دید و بازدید و سفرها محقق می‌شود- اخبار آذربایجان شرقی - اخبار استانها تسنیم
6,https://www.tasnimnews.com/fa/news/1400/01/01/2473569/%D8%A8%D8%AF%D8%B1%D9%82%D9%87-%D8%B4%D9%87%DB%8C%D8%AF-%D9%85%D8%AF%D8%A7%D9%81%D8%B9-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D8%AF%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%BE%DB%8C%DA%A9%D8%B1-%D8%B4%D9%87%DB%8C%D8%AF-%D8%A7%D9%84%D9%84%D9%87-%D9%88%D8%B1%D8%AF%DB%8C-%D8%A8%D9%87-%D8%A8%D8%B1%D9%88%D8%AC%D9%86-%D9%85%D9%86%D8%AA%D9%82%D9%84-%D8%B4%D8%AF,"به گزارش خبرگزاری تسنیم از اصفهان، پیکر مطهر سرگرد اسماعیل الله وردی امروز با حضور جمعی از همکارانش در نیروی انتظامی مقابل نیروی انتظامی شهرستان اصفهان در چهار راه پلیس تشییع و سپس برای خاکپساری به زادگاهش روستای نغمه شهرستان بروجن از توابع استان چهارمحال و بختیاری منتقل شد.

سرگرد شهید اسماعیل الله وردی از کارکنان انتظامی شهرستان اصفهان روز پنج شنبه 28 اسفند 99 هنگام انتقال متهم از دادسرا به زندان در پمپ بنزین لباس‌های این شهید مدافع امنیت آغشته به بنزین و متهم با ایجاد حریق موجب سوختگی شدید وی و پس از دو روز بستری در بیمارستان سوانح سوختگی امام موسی کاظم (ع) به شهادت رسید.

مجرم شرور زمان سوخت گیری خودروی زندان با گرفتن نازل سوخت گیری و پاشیدن بنزین به سمت مردم قصد فرار داشت که این شهید والامقام در اقدامی شجاعانه و ایثارگرانه مانع از این کار شد.

از این شهید مدافع امنیت یک دختربچه به یادگار مانده است.

انتهای پیام/ش",بدرقه شهید مدافع امنیت در اصفهان / پیکر شهید الله‌وردی به بروجن منتقل شد- اخبار اصفهان - اخبار استانها تسنیم
7,https://www.tasnimnews.com/fa/news/1400/01/01/2473561/%D9%85%D8%AC%D9%84%D8%B3-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B1%D9%81%D8%B9-%D9%85%D9%88%D8%A7%D9%86%D8%B9-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%84-1400-%DA%AF%D8%A7%D9%85-%D9%87%D8%A7%DB%8C-%D9%85%D8%AD%DA%A9%D9%85%DB%8C-%D8%A8%D8%B1%D8%AE%D9%88%D8%A7%D9%87%D8%AF-%D8%AF%D8%A7%D8%B4%D8%AA,"به گزارش خبرگزاری تسنیم از بیرجند، سلمان اسحاقی عصر امروز در دیدار نوروزی با اهالی روستای سفتوک شهرستان قاینات و چند خانواده شهید با اشاره به نام گذاری امسال از سوی رهبر معظم انقلاب با عنوان "" تولید، پشتیبانی‌ها، مانع‌زدایی‌ها"" اظهار داشت: مجلس در سال جاری برای رفع موانع تولید تلاش دارد و در این مسیر گام‌های محکمی برخواهد داشت.

وی با اشاره به دو انتخابات در سال جاری افزود: در انتخابات ریاست جمهوری باید به دنبال فرد انقلابی باشیم و برای انتخابات اعضای شورا‌های اسلامی شهر و روستا هم طایفه‌ای عمل نکنیم و به دنبال افرادی که به نفع مردم کار کنند باشیم.

عضو کمیسیون قضایی و حقوقی مجلس شورای اسلامی از بازگشایی قطعه راه سه راهی ورزگ تا سه راهی خواف یا سه راهی حوض رباط خبر داد و گفت: با بازگشایی این قطعه ، حد فاصل شهر بزرگ قاین تا شهر حاجی آباد به صورت کاملا دوبانده می شود و این اقدام ارزشمند و مبارک یکی از ویژگی های بهره برداری از پایانه گمرک یزدان خواهد بود.

اسحاقی خاطرنشان کرد: در آخرین مرحله با پیگیری صورت گرفته با پرداخت مطالبات که شرط تکمیل و بازگشایی بود ، این قطعه زیر بار ترافیک رفت.

وی از حمایت‌های ارزشمند ملانوری استاندار استان خراسان جنوبی و همچنین تلاش داعی مدیر کل راه وشهرسازی استان خراسان جنوبی و همچنین پیگیری های استانی کریمی فرماندار شهرستان قاینات و رئیس اداره راه و شهرسازی شهرستان قاینات قدردانی کرد.

اهالی روستای سفتوک هم خواسته‌های خود از جمله بازسازی گلزار شهدا، اجرای طرح هادی، بند خاکی و ادامه دیوار ساحلی روستا را خواستار شدند.

انتهای پیام/250/ش",مجلس برای رفع موانع تولید در سال 1400 گام‌های محکمی برخواهد داشت- اخبار خراسان جنوبی - اخبار استانها تسنیم
8,https://www.tasnimnews.com/fa/news/1400/01/01/2473564/%D8%A8%D9%88%D9%86%D8%AF%D8%B3-%D9%84%DB%8C%DA%AF%D8%A7-%D8%B4%DA%A9%D8%B3%D8%AA-%D8%B3%D9%86%DA%AF%DB%8C%D9%86-%D8%A8%D8%A7%DB%8C%D8%B1%D9%84%D9%88%D8%B1%DA%A9%D9%88%D8%B2%D9%86-%D8%AF%D8%B1-%D8%A8%D8%B1%D9%84%DB%8C%D9%86,"به گزارش خبرگزاری تسنیم، هرتابرلین امشب (یکشنبه) در چارچوب هفته بیست‌وششم بوندس‌لیگای آلمان، در ورزشگاه المپیک شهر برلین مقابل بایرلورکوزن صف‌آرایی کرد و به پیروزی 3 بر صفر دست یافت.

دیووایسیو زیفویک در دقیقه 4، ماتیوس کونیا در دقیقه 26 و جان کوردوبا در دقیقه 33 برای هرتا گلزنی کردند.

هرتابرلین که در رتبه شانزدهم جدول بوندس‌لیگا جای داشت، 24 امتیازی شد و به جایگاه چهاردهم جدول مسابقات صعود کرد. لورکوزن هم که متحمل سومین شکست خود در چهار بازی اخیر شد، در رتبه ششم جدول رقابت‌ها باقی ماند.

در آخرین دیدار هفته بیست‌وششم بوندس‌لیگا، فرایبورگ امشب به مصاف آگزبورگ می‌رود.

انتهای پیام/",شکست سنگین بایرلورکوزن در برلین- اخبار فوتبال جهان - اخبار ورزشی تسنیم
9,https://www.tasnimnews.com/fa/news/1400/01/01/2473562/%D9%85%D8%B1%D8%AE%D8%B5%DB%8C-%DA%A9%D8%A7%D8%AF%D8%B1-%D9%88-%D9%BE%D8%B1%D8%B3%D9%86%D9%84-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D9%82%D8%B4%D9%85-%D9%84%D8%BA%D9%88-%D8%B4%D8%AF,"دکتر حمیدرضا بهزادی در گفت‌وگو با خبرنگار تسنیم در قشم اظهار داشت: در زمینه مقابله با ویروس کرونا با هدف ارتقای سلامت مردم، هیچ‌گونه اغماض نمی‌کنیم و با کسانی که شیوه‌‌نامه‌های بهداشتی را نادیده بگیرند به ویژه کوتاهی کردن در زدن ماسک و رعایت فاصله اجتماعی براساس قانون و‌ حمایت دستگاه قضا و نیروی انتظامی، برخورد خواهد شد.

وی با تاکید بر اینکه اعمال دقیق قانون نقش مهمی در حفظ رنگ کرونایی جزیره قشم خواهد داشت، افزود: ثبات رنگ آبی و زرد در قشم به نفع ساکنان جزیره و‌ مسافران این شهرستان خواهد بود و شبکه بهداشت و درمان برای حفظ شرایط کرونایی قشم از هیچ کوششی فروگذار نخواهد کرد.

مدیر شبکه بهداشت و‌ درمان قشم تصریح کرد: نقاط شلوغ جزیره همچون مجتمع‌های تجاری، بازارها، اماکن اقامتی (هتل‌ها، هتل‌آپارتمان‌ها و مسافرخانه‌ها، اغذیه فروشی‌ها و رستوران‌ها، اسکله‌ها و خانه‌های بوم‌گردی در روستاها و هر جایی که با حضور مسافران شلوغ باشد زیر چتر بازدیدهای مستمر نیروهای بهداشت قرار دارند.

وی ادامه داد: در این بازدیدها بر زدن ماسک و رعایت فاصله‌گذاری اجتماعی با هدف جلوگیری از درگیر شدن مردم با ویروس کرونا با جدیت تاکید خواهد شد.

بهزادی با اعلام اینکه مرخصی تمام کارکنان بهداشت و درمان شهرستان تا اطلاع ثانوی لغو شده است، افزود: یک‌ مرکز جامع سلامت در شهر قشم به همراه هشت مرکز در روستاهای جزیره و دو مرکز در دو‌ جزیره هنگام و لارک مجموعا 11مرکز برای ارائه خدمات تا پایان تعطیلات نوروز آماده ارائه خدمت هستند.

به گفته وی، 40 پزشک متخصص به همراه شش پزشک عمومی و‌ کادر پرستاری بیمارستان پیامبر اعظم (ص) شهر قشم و 26 پزشک مراکز جامع سلامت این شهرستان تا پایان تعطیلات نوروزی آماده ارائه خدمات هستند.

مدیر شبکه بهداشت و درمان شهرستان قشم اعلام کرد: علیرغم اینکه سفر نرفتن بهترین گزینه مقابله با کروناست، اما از آنجا که شماری از هموطنانمان بنا به هر دلیلی قصد سفر دارند باید به رعایت کامل قوانین کرونا با هدف سلامت خود و‌ مردم شهرهای مختلف احترام بگذارند.

شهرستان قشم‌ متشکل از سه جزیره قشم، لارک و هنگام به عنوان یکی از شهرستان‌های استان هرمزگان در جنوب کشور واقع شده است.

انتهای پیام/7558/ش",مرخصی کادر و پرسنل بهداشت و درمان قشم لغو شد- اخبار جزایر خلیج فارس - اخبار استانها تسنیم
